tow; prn2; p-rng1; phase1; dopp1(carr); dopp1(range); bias1(Hz); p-rng2; phase2; dopp2(carr); dopp2(range); bias2(Hz); dopp1(eph); dopp2(eph) 
518401.376; 6; -268597.682617; -6.8642578125; 45.7617187073811; -2.56594; 48.3277; 0; 0; -0; -0; 0; 45.7466; 34.1614
518401.526; 6; -268602.366211; -13.724609375; 45.7356771117298; 164.083; -118.347; 0; 0; -0; -0; 0; 45.6443; 34.085
518401.676; 6; -268601.676758; -20.5634765625; 45.5924478742054; -24.154; 69.7465; 0; 0; -0; -0; 0; 45.5419; 34.0086
518401.826; 6; -268605.616211; -27.389648437500003553; 45.507812528255; 138.013; -92.5053; 0; 0; -0; -0; 0; 45.4396; 33.9322
518401.976; 6; -268605.848633; -34.2041015625; 45.4296875282064; 8.14257; 37.2871; 0; 0; -0; -0; 0; 45.3372; 33.8557
518402.126; 6; -268606.306641; -40.984375; 45.2018228745692; 16.0456; 29.1562; 0; 0; -0; -0; 0; 45.2349; 33.7793
518402.276; 6; -268608.328125; -47.7744140625; 45.2669271114387; 70.8198; -25.5529; 0; 0; -0; -0; 0; 45.1325; 33.7029
518402.426; 6; -268608.811523; -54.533203125; 45.0585937080359; 16.9352; 28.1234; 0; 0; -0; -0; 0; 45.0302; 33.6264
518402.576; 6; -268609.62207; -61.27734375; 44.9609375279154; 28.3964; 16.5646; 0; 0; -0; -0; 0; 44.9279; 33.5501
518402.726; 6; -268612.796875; -68.0185546875; 44.9414062779033; 111.225; -66.2833; 0; 0; -0; -0; 0; 44.8255; 33.4736
518402.876; 6; -268612.612305; -74.7333984375; 44.7656249583088; -6.46616; 51.2318; 0; 0; -0; -0; 0; 44.7232; 33.3972
518403.026; 6; -268612.15918; -81.4326171875; 44.6614583610628; -15.8746; 60.536; 0; 0; -0; -0; 0; 44.6208; 33.3207
518403.176; 6; -268614.749023; -88.12109375; 44.5898437084725; 90.7315; -46.1416; 0; 0; -0; -0; 0; 44.5185; 33.2443
518403.326; 6; -268615.09375; -94.796875000000014211; 44.5052083609659; 12.077; 32.4282; 0; 0; -0; -0; 0; 44.4161; 33.1679
518403.476; 6; -268618.328125; -101.44628906249998579; 44.3294271108565; 113.312; -68.9823; 0; 0; -0; -0; 0; 44.3138; 33.0914
518403.626; 6; -268619.978516; -108.0908203125; 44.2968749587454; 57.8191; -13.5222; 0; 0; -0; -0; 0; 44.2114; 33.015
518403.776; 6; -268620.837891; -114.7099609375; 44.1276041940647; 30.107; 14.0206; 0; 0; -0; -0; 0; 44.1091; 32.9386
518403.926; 6; -268621.192383; -121.326171875; 44.1080728755878; 12.4191; 31.6889; 0; 0; -0; -0; 0; 44.0068; 32.8622
518404.076; 6; -268624.350586; -127.91699218749998579; 43.938802110614; 110.643; -66.7043; 0; 0; -0; -0; 0; 43.9044; 32.7857
518404.226; 6; -268623.357422; -134.49609375; 43.8606771105657; -34.7941; 78.6548; 0; 0; -0; -0; 0; 43.8021; 32.7094
518404.376; 6; -268623.929688; -141.0625; 43.7760416258971; 20.0485; 23.7275; 0; 0; -0; -0; 0; 43.6997; 32.6329
518404.526; 6; -268627.496094; -147.6044921875; 43.6132812770787; 124.944; -81.3307; 0; 0; -0; -0; 0; 43.5974; 32.5565
518404.676; 6; -268626.938477; -154.1435546875; 43.5937499594002; -19.5353; 63.1291; 0; 0; -0; -0; 0; 43.495; 32.4801
518404.826; 6; -268627.727539; -160.66015625; 43.4440104436403; 27.6437; 15.8003; 0; 0; -0; -0; 0; 43.3927; 32.4036
518404.976; 6; -268628.363281; -167.1640625; 43.359375026921; 22.2723; 21.0871; 0; 0; -0; -0; 0; 43.2903; 32.3272
518405.126; 6; -268629.401367; -173.6455078125; 43.2096353764246; 36.3679; 6.84178; 0; 0; -0; -0; 0; 43.188; 32.2508
518405.276; 6; -268631.78125; -180.119140625; 43.1575521101291; 83.3758; -40.2182; 0; 0; -0; -0; 0; 43.0856; 32.1743
518405.426; 6; -268632.537109; -186.58496093749997158; 43.1054687098547; 26.4805; 16.625; 0; 0; -0; -0; 0; 42.9833; 32.0979
518405.576; 6; -268635.579102; -193.01855468749997158; 42.89062502663; 106.572; -63.6812; 0; 0; -0; -0; 0; 42.8809; 32.0215
518405.726; 6; -268634.642578; -199.4453125; 42.8450521099352; -32.8098; 75.6548; 0; 0; -0; -0; 0; 42.7786; 31.945
518405.876; 6; -268635.5625; -205.861328125; 42.7734374601641; 32.2281; 10.5453; 0; 0; -0; -0; 0; 42.6762; 31.8686
518406.026; 6; -268637.369141; -212.248046875; 42.578125026436; 63.2931; -20.7149; 0; 0; -0; -0; 0; 42.5739; 31.7922
518406.176; 6; -268638.78418; -218.62792968750002842; 42.532552043722; 49.5739; -7.04132; 0; 0; -0; -0; 0; 42.4715; 31.7157
518406.326; 6; -268640.393555; -224.990234375; 42.4153646096681; 56.3822; -13.9668; 0; 0; -0; -0; 0; 42.3692; 31.6393
518406.476; 6; -268641.966797; -231.345703125; 42.3697916929733; 55.1163; -12.7465; 0; 0; -0; -0; 0; 42.2669; 31.5629
518406.626; 6; -268643.664062; -237.677734375; 42.2135416273522; 59.4613; -17.2477; 0; 0; -0; -0; 0; 42.1645; 31.4865
518406.776; 6; -268645.183594; -243.99511718750002842; 42.1158854428158; 53.2346; -11.1187; 0; 0; -0; -0; 0; 42.0622; 31.4101
518406.926; 6; -268646.49707; -250.29296875; 41.9856770442309; 46.0158; -4.0301; 0; 0; -0; -0; 0; 41.9598; 31.3336
518407.076; 6; -268647.264648; -256.5771484375; 41.8945312760115; 26.891; 15.0035; 0; 0; -0; -0; 0; 41.8575; 31.2572
518407.226; 6; -268648.49707; -262.853515625; 41.8424479426459; 43.1761; -1.33369; 0; 0; -0; -0; 0; 41.7551; 31.1808
518407.376; 6; -268649.633789; -269.107421875; 41.692708294504; 39.8233; 1.86939; 0; 0; -0; -0; 0; 41.6527; 31.1043
518407.526; 6; -268650.649414; -275.3583984375; 41.6731771092074; 35.581; 6.09221; 0; 0; -0; -0; 0; 41.5504; 31.0279
518407.676; 6; -268651.6875; -281.5830078125; 41.4973957946859; 36.3679; 5.12954; 0; 0; -0; -0; 0; 41.448; 30.9515
518407.826; 6; -268652.685547; -287.791015625; 41.3867187756963; 34.9651; 6.42157; 0; 0; -0; -0; 0; 41.3457; 30.875
518407.976; 6; -268653.248047; -293.982421875; 41.2760416922942; 19.7064; 21.5697; 0; 0; -0; -0; 0; 41.2433; 30.7986
518408.126; 6; -268654.082031; -300.162109375; 41.1979166282981; 29.2174; 11.9805; 0; 0; -0; -0; 0; 41.141; 30.7222
518408.276; 6; -268655.267578; -306.322265625; 41.0677083588315; 41.5339; -0.466231; 0; 0; -0; -0; 0; 41.0386; 30.6457
518408.426; 6; -268656.18457; -312.484375; 41.0807291284073; 32.1255; 8.95522; 0; 0; -0; -0; 0; 40.9363; 30.5693
518408.576; 6; -268657.889648; -318.6171875; 40.8854166920517; 59.735; -18.8496; 0; 0; -0; -0; 0; 40.8339; 30.4929
518408.726; 6; -268658.967773; -324.7333984375; 40.7747396086496; 37.7706; 3.00417; 0; 0; -0; -0; 0; 40.7316; 30.4164
518408.876; 6; -268660.306641; -330.837890625; 40.6966145454317; 46.9053; -6.20868; 0; 0; -0; -0; 0; 40.6292; 30.34
518409.026; 6; -268661.853516; -336.923828125; 40.5729166918576; 54.1926; -13.6196; 0; 0; -0; -0; 0; 40.5269; 30.2636
518409.176; 6; -268662.894531; -342.99609375000005684; 40.4817707956321; 36.4705; 4.01128; 0; 0; -0; -0; 0; 40.4245; 30.1871
518409.326; 6; -268664.107422; -349.05371093750005684; 40.3841146084071; 42.4919; -2.10777; 0; 0; -0; -0; 0; 40.3222; 30.1107
518409.476; 6; -268665.417969; -355.09667968750005684; 40.2864583583465; 45.9131; -5.62668; 0; 0; -0; -0; 0; 40.2198; 30.0343
518409.626; 6; -268666.561523; -361.12402343749994316; 40.1822916292432; 40.0628; 0.119489; 0; 0; -0; -0; 0; 40.1175; 29.9579
518409.776; 6; -268667.674805; -367.1318359375; 40.0520833582013; 39.0022; 1.04987; 0; 0; -0; -0; 0; 40.0151; 29.8814
518409.926; 6; -268668.889648; -373.13085937499994316; 39.9934895460861; 42.5603; -2.56682; 0; 0; -0; -0; 0; 39.9127; 29.805
518410.076; 6; -268670.231445; -379.11035156249994316; 39.8632812747504; 47.0079; -7.14465; 0; 0; -0; -0; 0; 39.8104; 29.7286
518410.226; 6; -268671.418945; -385.076171875; 39.7721354413608; 41.6024; -1.83023; 0; 0; -0; -0; 0; 39.7081; 29.6521
518410.376; 6; -268672.806641; -391.0244140625; 39.6549478797351; 48.6159; -8.96097; 0; 0; -0; -0; 0; 39.6057; 29.5757
518410.526; 6; -268674.238281; -396.9580078125; 39.5572916912271; 50.1555; -10.5982; 0; 0; -0; -0; 0; 39.5034; 29.4993
518410.676; 6; -268675.646484; -402.875; 39.4466145465958; 49.3344; -9.88777; 0; 0; -0; -0; 0; 39.401; 29.4228
518410.826; 6; -268676.775391; -408.78125000000005684; 39.3750000244476; 39.5496; -0.174616; 0; 0; -0; -0; 0; 39.2986; 29.3464
518410.976; 6; -268677.915039; -414.6689453125; 39.2513021077034; 39.926; -0.674651; 0; 0; -0; -0; 0; 39.1963; 29.27
518411.126; 6; -268679.055664; -420.544921875; 39.1731770468505; 39.9602; -0.786988; 0; 0; -0; -0; 0; 39.0939; 29.1935
518411.276; 6; -268679.989258; -426.3994140625; 39.0299479408996; 32.7071; 6.32283; 0; 0; -0; -0; 0; 38.9916; 29.1171
518411.426; 6; -268680.982422; -432.2421875; 38.95182288039; 34.7941; 4.15774; 0; 0; -0; -0; 0; 38.8892; 29.0407
518411.576; 6; -268681.970703; -438.068359375; 38.8411458574491; 34.623; 4.21813; 0; 0; -0; -0; 0; 38.7869; 28.9642
518411.726; 6; -268682.986328; -443.8798828125; 38.7434896073885; 35.581; 3.16252; 0; 0; -0; -0; 0; 38.6845; 28.8878
518411.876; 6; -268684.001953; -449.67773437500005684; 38.6523437140026; 35.581; 3.07137; 0; 0; -0; -0; 0; 38.5822; 28.8114
518412.026; 6; -268685.114258; -455.458984375; 38.5416666905961; 38.968; -0.426337; 0; 0; -0; -0; 0; 38.4798; 28.7349
518412.176; 6; -268686.105469; -461.2236328125; 38.4309895475417; 34.7257; 3.70533; 0; 0; -0; -0; 0; 38.3774; 28.6585
518412.326; 6; -268687.15918; -466.97265625; 38.3268229404631; 36.9153; 1.41157; 0; 0; -0; -0; 0; 38.2751; 28.582
518412.476; 6; -268688.341797; -472.708984375; 38.2421875237439; 41.4313; -3.18911; 0; 0; -0; -0; 0; 38.1727; 28.5056
518412.626; 6; -268689.394531; -478.427734375; 38.1249999644933; 36.881; 1.24396; 0; 0; -0; -0; 0; 38.0704; 28.4292
518412.776; 6; -268690.493164; -484.130859375; 38.0208333569398; 38.489; -0.468196; 0; 0; -0; -0; 0; 37.968; 28.3527
518412.926; 6; -268691.657227; -489.8193359375; 37.9231770480146; 40.7813; -2.85809; 0; 0; -0; -0; 0; 37.8657; 28.2763
518413.076; 6; -268692.638672; -495.4912109375; 37.8125000234771; 34.3835; 3.42897; 0; 0; -0; -0; 0; 37.7633; 28.1999
518413.226; 6; -268693.644531; -501.150390625; 37.7278646067579; 35.2388; 2.48902; 0; 0; -0; -0; 0; 37.6609; 28.1234
518413.376; 6; -268694.780273; -506.79199218749994316; 37.6106770483053; 39.7891; -2.17843; 0; 0; -0; -0; 0; 37.5586; 28.047
518413.526; 6; -268695.84082; -512.419921875; 37.5195312732956; 37.1547; 0.364788; 0; 0; -0; -0; 0; 37.4562; 27.9705
518413.676; 6; -268696.733398; -518.0322265625; 37.4153645484876; 31.2702; 6.14517; 0; 0; -0; -0; 0; 37.3539; 27.8941
518413.826; 6; -268697.700195; -523.62890625; 37.3111979398325; 33.8703; 3.44085; 0; 0; -0; -0; 0; 37.2515; 27.8177
518413.976; 6; -268698.457031; -529.2109375; 37.2135416897719; 26.5147; 10.6989; 0; 0; -0; -0; 0; 37.1491; 27.7412
518414.126; 6; -268699.368164; -534.7763671875; 37.1028645487786; 31.9202; 5.18263; 0; 0; -0; -0; 0; 37.0467; 27.6648
518414.276; 6; -268700.447266; -540.3271484375; 37.0052083563092; 37.8048; -0.799572; 0; 0; -0; -0; 0; 36.9445; 27.5884
518414.426; 6; -268701.363281; -545.861328125; 36.8945312156393; 32.0913; 4.80323; 0; 0; -0; -0; 0; 36.8421; 27.512
518414.576; 6; -268702.391602; -551.380859375; 36.7968750228465; 36.0257; 0.771144; 0; 0; -0; -0; 0; 36.7397; 27.4355
518414.726; 6; -268703.34375; -556.88671875; 36.7057291894566; 33.3572; 3.34857; 0; 0; -0; -0; 0; 36.6374; 27.3591
518414.876; 6; -268704.222656; -562.3740234375; 36.5820312159303; 30.7912; 5.79081; 0; 0; -0; -0; 0; 36.535; 27.2826
518415.026; 6; -268705.236328; -567.849609375; 36.5039062726646; 35.5125; 0.991362; 0; 0; -0; -0; 0; 36.4326; 27.2062
518415.176; 6; -268706.357422; -573.3076171875; 36.3867187161122; 39.2759; -2.8892; 0; 0; -0; -0; 0; 36.3303; 27.1298
518415.326; 6; -268707.457031; -578.7509765625; 36.2890625225312; 38.5232; -2.23418; 0; 0; -0; -0; 0; 36.2279; 27.0533
518415.476; 6; -268708.584961; -584.17578125; 36.1653646057877; 39.5154; -3.35004; 0; 0; -0; -0; 0; 36.1256; 26.9769
518415.626; 6; -268709.703125; -589.58984375; 36.0937499663851; 39.1733; -3.07953; 0; 0; -0; -0; 0; 36.0232; 26.9004
518415.776; 6; -268710.817383; -594.9853515625; 35.9700521056665; 39.0364; -3.06638; 0; 0; -0; -0; 0; 35.9208; 26.824
518415.926; 6; -268711.910156; -600.369140625; 35.8919270499064; 38.2838; -2.39183; 0; 0; -0; -0; 0; 35.8185; 26.7476
518416.076; 6; -268712.990234; -605.7333984375; 35.7617187722038; 37.839; -2.07727; 0; 0; -0; -0; 0; 35.7161; 26.6711
518416.226; 6; -268714.205078; -611.0859375; 35.6835937721553; 42.5603; -6.87672; 0; 0; -0; -0; 0; 35.6137; 26.5947
518416.376; 6; -268715.291016; -616.4228515625; 35.5794270501974; 38.0443; -2.46484; 0; 0; -0; -0; 0; 35.5114; 26.5182
518416.526; 6; -268716.363281; -621.7412109375; 35.4557291886805; 37.5653; -2.10956; 0; 0; -0; -0; 0; 35.409; 26.4418
518416.676; 6; -268717.40625; -627.046875; 35.3710937170581; 36.5389; -1.16782; 0; 0; -0; -0; 0; 35.3066; 26.3653
518416.826; 6; -268718.352539; -632.3349609375; 35.2539062718885; 33.1519; 2.10202; 0; 0; -0; -0; 0; 35.2043; 26.2889
518416.976; 6; -268719.366211; -637.609375; 35.1627604384986; 35.5125; -0.349784; 0; 0; -0; -0; 0; 35.102; 26.2125
518417.126; 6; -268720.21875; -642.8701171875; 35.0716145506703; 29.8675; 5.20413; 0; 0; -0; -0; 0; 34.9995; 26.136
518417.276; 6; -268721.223633; -648.1123046875; 34.9479166883652; 35.2046; -0.256715; 0; 0; -0; -0; 0; 34.8972; 26.0596
518417.426; 6; -268722.217773; -653.3388671875; 34.8437499675492; 34.8283; 0.015455; 0; 0; -0; -0; 0; 34.7949; 25.9832
518417.576; 6; -268723.132812; -658.5537109375; 34.7656250215853; 32.0571; 2.70854; 0; 0; -0; -0; 0; 34.6925; 25.9067
518417.726; 6; -268723.958008; -663.7490234375; 34.6354166881712; 28.9095; 5.72588; 0; 0; -0; -0; 0; 34.5901; 25.8303
518417.876; 6; -268724.892578; -668.9306640625; 34.5442708011615; 32.7413; 1.80294; 0; 0; -0; -0; 0; 34.4878; 25.7539
518418.026; 6; -268725.896484; -674.0986328125; 34.4531250213913; 35.1704; -0.717295; 0; 0; -0; -0; 0; 34.3853; 25.6773
518418.176; 6; -268726.792969; -679.251953125; 34.355468718004; 31.407; 2.94842; 0; 0; -0; -0; 0; 34.2831; 25.601
518418.326; 6; -268727.792969; -684.3857421875; 34.2252604379165; 35.0336; -0.808309; 0; 0; -0; -0; 0; 34.1807; 25.5245
518418.476; 6; -268728.776367; -689.5048828125; 34.1276041878559; 34.452; -0.324354; 0; 0; -0; -0; 0; 34.0783; 25.4481
518418.626; 6; -268729.628906; -694.61230468749988631; 34.0494791349549; 29.8675; 4.18199; 0; 0; -0; -0; 0; 33.9759; 25.3716
518418.776; 6; -268730.529297; -699.7001953125; 33.9192708543939; 31.5439; 2.37537; 0; 0; -0; -0; 0; 33.8736; 25.2952
518418.926; 6; -268731.556641; -704.77734375000011369; 33.8476562184777; 35.9915; -2.14386; 0; 0; -0; -0; 0; 33.7712; 25.2187
518419.076; 6; -268732.585938; -709.8349609375; 33.7174479376005; 36.0599; -2.3425; 0; 0; -0; -0; 0; 33.6689; 25.1424
518419.226; 6; -268733.541992; -714.880859375; 33.6393229375527; 33.494; 0.145314; 0; 0; -0; -0; 0; 33.5665; 25.0659
518419.376; 6; -268734.536133; -719.908203125; 33.5156249687861; 34.8283; -1.31267; 0; 0; -0; -0; 0; 33.4641; 24.9894
518419.526; 6; -268735.584961; -724.9208984375; 33.4179687707486; 36.7442; -3.32622; 0; 0; -0; -0; 0; 33.3618; 24.913
518419.676; 6; -268736.546875; -729.9189453125; 33.320312468968; 33.6993; -0.378971; 0; 0; -0; -0; 0; 33.2594; 24.8365
518419.826; 6; -268737.679688; -734.8994140625; 33.2031250206152; 39.6865; -6.48334; 0; 0; -0; -0; 0; 33.157; 24.7601
518419.976; 6; -268738.871094; -739.8681640625; 33.1250000205667; 41.7392; -8.61421; 0; 0; -0; -0; 0; 33.0546; 24.6837
518420.126; 6; -268740.007812; -744.818359375; 33.0013020525985; 39.8233; -6.82201; 0; 0; -0; -0; 0; 32.9523; 24.6072
518420.276; 6; -268741.097656; -749.7548828125; 32.9101562704333; 38.1811; -5.27096; 0; 0; -0; -0; 0; 32.8499; 24.5308
518420.426; 6; -268742.242188; -754.67578125; 32.8059895527804; 40.097; -7.29103; 0; 0; -0; -0; 0; 32.7476; 24.4544
518420.576; 6; -268743.228516; -759.580078125; 32.6953125202999; 34.5546; -1.85928; 0; 0; -0; -0; 0; 32.6452; 24.3779
518420.726; 6; -268744.292969; -764.4716796875; 32.6106771035807; 37.2916; -4.68092; 0; 0; -0; -0; 0; 32.5428; 24.3015
518420.876; 6; -268745.399414; -769.345703125; 32.4934895530714; 38.7627; -6.26924; 0; 0; -0; -0; 0; 32.4405; 24.225
518421.026; 6; -268746.438477; -774.20703125; 32.4088541867887; 36.4021; -3.99321; 0; 0; -0; -0; 0; 32.3381; 24.1486
518421.176; 6; -268747.335938; -779.0498046875; 32.2851562199321; 31.4413; 0.843896; 0; 0; -0; -0; 0; 32.2357; 24.0721
518421.326; 6; -268748.135742; -783.8818359375; 32.2135416866675; 28.02; 4.19353; 0; 0; -0; -0; 0; 32.1334; 23.9957
518421.476; 6; -268749.060547; -788.69140625; 32.0638021032412; 32.3992; -0.335407; 0; 0; -0; -0; 0; 32.031; 23.9193
518421.626; 6; -268749.910156; -793.4912109375; 31.9986978868656; 29.7648; 2.23385; 0; 0; -0; -0; 0; 31.9286; 23.8428
518421.776; 6; -268750.700195; -798.27246093749988631; 31.8750000197898; 27.6779; 4.19711; 0; 0; -0; -0; 0; 31.8263; 23.7664
518421.926; 6; -268751.424805; -803.0419921875; 31.7968749703876; 25.3857; 6.41122; 0; 0; -0; -0; 0; 31.7239; 23.6899
518422.076; 6; -268752.139648; -807.7919921875; 31.6666666863279; 25.0435; 6.62314; 0; 0; -0; -0; 0; 31.6215; 23.6135
518422.226; 6; -268753.042969; -812.5283203125; 31.575520852938; 31.6465; -0.0710144; 0; 0; -0; -0; 0; 31.5192; 23.537
518422.376; 6; -268753.895508; -817.2509765625; 31.4843749706779; 29.8675; 1.61689; 0; 0; -0; -0; 0; 31.4168; 23.4606
518422.526; 6; -268754.763672; -821.95605468749988631; 31.3671875194746; 30.4149; 0.952301; 0; 0; -0; -0; 0; 31.3144; 23.3841
518422.676; 6; -268755.673828; -826.6484375; 31.2825520541999; 31.886; -0.60347; 0; 0; -0; -0; 0; 31.2121; 23.3077
518422.826; 6; -268756.588867; -831.32226562500011369; 31.1588541860134; 32.0571; -0.898231; 0; 0; -0; -0; 0; 31.1097; 23.2312
518422.976; 6; -268757.5; -835.9853515625; 31.0872396026341; 31.9202; -0.832995; 0; 0; -0; -0; 0; 31.0073; 23.1548
518423.126; 6; -268758.304688; -840.626953125; 30.9440103878478; 28.1911; 2.75293; 0; 0; -0; -0; 0; 30.905; 23.0784
518423.276; 6; -268759.216797; -845.2568359375; 30.8658854358307; 31.9544; -1.08856; 0; 0; -0; -0; 0; 30.8026; 23.0019
518423.426; 6; -268759.955078; -849.87109375; 30.7617187213509; 25.8646; 4.89709; 0; 0; -0; -0; 0; 30.7002; 22.9255
518423.576; 6; -268760.823242; -854.46875; 30.6510416856973; 30.4149; 0.236155; 0; 0; -0; -0; 0; 30.5978; 22.849
518423.726; 6; -268761.691406; -859.05371093750011369; 30.5664062689789; 30.4149; 0.15152; 0; 0; -0; -0; 0; 30.4955; 22.7726
518423.876; 6; -268762.600586; -863.61914062499988631; 30.4361978883192; 31.8518; -1.41561; 0; 0; -0; -0; 0; 30.3931; 22.6962
518424.026; 6; -268763.452148; -868.1728515625; 30.3580729355162; 29.8333; 0.524799; 0; 0; -0; -0; 0; 30.2907; 22.6197
518424.176; 6; -268764.288086; -872.708984375; 30.2408853885026; 29.2859; 0.955011; 0; 0; -0; -0; 0; 30.1883; 22.5432
518424.326; 6; -268764.979492; -877.232421875; 30.1562500187235; 24.2224; 5.93382; 0; 0; -0; -0; 0; 30.086; 22.4668
518424.476; 6; -268765.62793; -881.736328125; 30.0260416853093; 22.7171; 7.30896; 0; 0; -0; -0; 0; 29.9836; 22.3904
518424.626; 6; -268766.450195; -886.228515625; 29.9479166387755; 28.8069; 1.14102; 0; 0; -0; -0; 0; 29.8813; 22.3139
518424.776; 6; -268767.174805; -890.7021484375; 29.8242187685173; 25.3857; 4.43857; 0; 0; -0; -0; 0; 29.7789; 22.2375
